id,question,answer_coordinates,answer_text,aggregation_labels
9,What is the total amount I've spent from 145 days ago to today?,"[[47, 1], [46, 1], [45, 1], [44, 1], [43, 1], [42, 1], [41, 1], [40, 1], [39, 1], [38, 1], [37, 1], [36, 1], [35, 1], [34, 1], [33, 1], [32, 1], [31, 1], [30, 1], [29, 1], [28, 1], [27, 1], [26, 1], [25, 1], [24, 1]]",2601.76,0
9,What is the total amount I've spent in agricultural from 145 days ago to today?,"[[43, 1]]",137.91,0
9,What is the total amount I've spent in contracted from 1691295107 to 1703826707?,"[[33, 1]]",42.1,0
9,What is the total amount I've spent in utility from 145 days ago to today?,"[[47, 1], [42, 1], [40, 1], [30, 1], [28, 1], [27, 1]]",792.1,0
9,What is the total amount I've spent in retail from 1691295107 to 1703826707?,"[[44, 1], [38, 1], [36, 1], [24, 1]]",272.21,0
9,What is the total amount I've spent in clothing from 145 days ago to today?,"[[46, 1], [39, 1]]",127.27,0
9,What is the total amount I've spent in misc from 145 days ago to today?,"[[45, 1], [37, 1], [29, 1]]",448.66,0
9,What is the total amount I've spent in business from 145 days ago to today?,"[[35, 1], [25, 1]]",199.34,0
9,What is the total amount I've spent in lodging from 1691295107 to 1703826707?,"[[34, 1], [32, 1]]",264.09,0
9,What is the total amount I've spent in professional from 145 days ago to today?,"[[41, 1], [31, 1], [26, 1]]",318.08,0
9,What is the total amount I've spent from 286 days ago to today?,"[[47, 1], [46, 1], [45, 1], [44, 1], [43, 1], [42, 1], [41, 1], [40, 1], [39, 1], [38, 1], [37, 1], [36, 1], [35, 1], [34, 1], [33, 1], [32, 1], [31, 1], [30, 1], [29, 1], [28, 1], [27, 1], [26, 1], [25, 1], [24, 1], [23, 1], [22, 1], [21, 1], [20, 1], [19, 1], [18, 1], [17, 1], [16, 1], [15, 1], [14, 1], [13, 1], [12, 1], [11, 1]]",4552.79,0
9,What is the total amount I've spent in agricultural from 1679112707 to 1703826707?,"[[43, 1], [21, 1], [16, 1]]",460.71,0
9,What is the total amount I've spent in contracted from 286 days ago to today?,"[[33, 1]]",42.1,0
9,What is the total amount I've spent in transportation from 286 days ago to today?,"[[20, 1]]",85.67,0
9,What is the total amount I've spent in utility from 1679112707 to 1703826707?,"[[47, 1], [42, 1], [40, 1], [30, 1], [28, 1], [27, 1], [22, 1], [14, 1]]",888.17,0
9,What is the total amount I've spent in retail from 286 days ago to today?,"[[44, 1], [38, 1], [36, 1], [24, 1], [15, 1]]",458.72,0
9,What is the total amount I've spent in clothing from 286 days ago to today?,"[[46, 1], [39, 1], [18, 1], [13, 1]]",561.26,0
9,What is the total amount I've spent in misc from 286 days ago to today?,"[[45, 1], [37, 1], [29, 1], [12, 1]]",546.91,0
9,What is the total amount I've spent in business from 286 days ago to today?,"[[35, 1], [25, 1], [19, 1], [11, 1]]",548.64,0
9,What is the total amount I've spent in government from 1679112707 to 1703826707?,"[[17, 1]]",147.24,0
9,What is the total amount I've spent in lodging from 1679112707 to 1703826707?,"[[34, 1], [32, 1]]",264.09,0
9,What is the total amount I've spent in professional from 286 days ago to today?,"[[41, 1], [31, 1], [26, 1], [23, 1]]",549.28,0
9,What is the total amount I've spent from 329 days ago to today?,"[[47, 1], [46, 1], [45, 1], [44, 1], [43, 1], [42, 1], [41, 1], [40, 1], [39, 1], [38, 1], [37, 1], [36, 1], [35, 1], [34, 1], [33, 1], [32, 1], [31, 1], [30, 1], [29, 1], [28, 1], [27, 1], [26, 1], [25, 1], [24, 1], [23, 1], [22, 1], [21, 1], [20, 1], [19, 1], [18, 1], [17, 1], [16, 1], [15, 1], [14, 1], [13, 1], [12, 1], [11, 1], [10, 1], [9, 1], [8, 1], [7, 1], [6, 1], [5, 1]]",5287.63,0
9,What is the total amount I've spent in agricultural from 329 days ago to today?,"[[43, 1], [21, 1], [16, 1]]",460.71,0
9,What is the total amount I've spent in contracted from 1675401107 to 1703826707?,"[[33, 1]]",42.1,0
9,What is the total amount I've spent in transportation from 329 days ago to today?,"[[20, 1]]",85.67,0
9,What is the total amount I've spent in utility from 329 days ago to today?,"[[47, 1], [42, 1], [40, 1], [30, 1], [28, 1], [27, 1], [22, 1], [14, 1]]",888.17,0
9,What is the total amount I've spent in retail from 329 days ago to today?,"[[44, 1], [38, 1], [36, 1], [24, 1], [15, 1], [8, 1], [5, 1]]",774.18,0
9,What is the total amount I've spent in clothing from 329 days ago to today?,"[[46, 1], [39, 1], [18, 1], [13, 1]]",561.26,0
9,What is the total amount I've spent in misc from 329 days ago to today?,"[[45, 1], [37, 1], [29, 1], [12, 1], [9, 1]]",638.42,0
9,What is the total amount I've spent in business from 1675401107 to 1703826707?,"[[35, 1], [25, 1], [19, 1], [11, 1]]",548.64,0
9,What is the total amount I've spent in government from 1675401107 to 1703826707?,"[[17, 1]]",147.24,0
9,What is the total amount I've spent in airlines from 1675401107 to 1703826707?,"[[10, 1]]",29.83,0
9,What is the total amount I've spent in lodging from 329 days ago to today?,"[[34, 1], [32, 1], [7, 1]]",426.49,0
9,What is the total amount I've spent in professional from 1675401107 to 1703826707?,"[[41, 1], [31, 1], [26, 1], [23, 1], [6, 1]]",684.92,0
9,What is the total amount I've spent from 331 days ago to today?,"[[47, 1], [46, 1], [45, 1], [44, 1], [43, 1], [42, 1], [41, 1], [40, 1], [39, 1], [38, 1], [37, 1], [36, 1], [35, 1], [34, 1], [33, 1], [32, 1], [31, 1], [30, 1], [29, 1], [28, 1], [27, 1], [26, 1], [25, 1], [24, 1], [23, 1], [22, 1], [21, 1], [20, 1], [19, 1], [18, 1], [17, 1], [16, 1], [15, 1], [14, 1], [13, 1], [12, 1], [11, 1], [10, 1], [9, 1], [8, 1], [7, 1], [6, 1], [5, 1]]",5287.63,0
9,What is the total amount I've spent in agricultural from 1675228307 to 1703826707?,"[[43, 1], [21, 1], [16, 1]]",460.71,0
9,What is the total amount I've spent in contracted from 1675228307 to 1703826707?,"[[33, 1]]",42.1,0
9,What is the total amount I've spent in transportation from 1675228307 to 1703826707?,"[[20, 1]]",85.67,0
9,What is the total amount I've spent in utility from 331 days ago to today?,"[[47, 1], [42, 1], [40, 1], [30, 1], [28, 1], [27, 1], [22, 1], [14, 1]]",888.17,0
9,What is the total amount I've spent in retail from 331 days ago to today?,"[[44, 1], [38, 1], [36, 1], [24, 1], [15, 1], [8, 1], [5, 1]]",774.18,0
9,What is the total amount I've spent in clothing from 1675228307 to 1703826707?,"[[46, 1], [39, 1], [18, 1], [13, 1]]",561.26,0
9,What is the total amount I've spent in misc from 1675228307 to 1703826707?,"[[45, 1], [37, 1], [29, 1], [12, 1], [9, 1]]",638.42,0
9,What is the total amount I've spent in business from 331 days ago to today?,"[[35, 1], [25, 1], [19, 1], [11, 1]]",548.64,0
9,What is the total amount I've spent in government from 1675228307 to 1703826707?,"[[17, 1]]",147.24,0
9,What is the total amount I've spent in airlines from 1675228307 to 1703826707?,"[[10, 1]]",29.83,0
9,What is the total amount I've spent in lodging from 331 days ago to today?,"[[34, 1], [32, 1], [7, 1]]",426.49,0
9,What is the total amount I've spent in professional from 331 days ago to today?,"[[41, 1], [31, 1], [26, 1], [23, 1], [6, 1]]",684.92,0
9,What is the total amount I've spent in agricultural?,"[[16, 1], [21, 1], [43, 1]]",460.71,0
9,What is the total amount I've spent in contracted?,"[[33, 1]]",42.1,0
9,What is the total amount I've spent in transportation?,"[[3, 1], [20, 1]]",150.01,0
9,What is the total amount I've spent in utility?,"[[1, 1], [14, 1], [22, 1], [27, 1], [28, 1], [30, 1], [40, 1], [42, 1], [47, 1]]",929.6,0
9,What is the total amount I've spent in retail?,"[[0, 1], [5, 1], [8, 1], [15, 1], [24, 1], [36, 1], [38, 1], [44, 1]]",929.74,0
9,What is the total amount I've spent in clothing?,"[[4, 1], [13, 1], [18, 1], [39, 1], [46, 1]]",703.8,0
9,What is the total amount I've spent in misc?,"[[9, 1], [12, 1], [29, 1], [37, 1], [45, 1]]",638.42,0
9,What is the total amount I've spent in business?,"[[11, 1], [19, 1], [25, 1], [35, 1]]",548.64,0
9,What is the total amount I've spent in government?,"[[17, 1]]",147.24,0
9,What is the total amount I've spent in airlines?,"[[10, 1]]",29.83,0
9,What is the total amount I've spent in lodging?,"[[7, 1], [32, 1], [34, 1]]",426.49,0
9,What is the total amount I've spent in professional?,"[[2, 1], [6, 1], [23, 1], [26, 1], [31, 1], [41, 1]]",889.61,0
9,What is the total amount I've spent at Macias-Santos?,"[[0, 1]]",155.56,0
9,"What is the total amount I've spent at Herring, Bradley and Delacruz?","[[1, 1]]",41.43,0
9,What is the total amount I've spent at Johnson-Lopez?,"[[2, 1]]",204.69,0
9,"What is the total amount I've spent at Brown, Frost and Young?","[[3, 1]]",64.34,0
9,What is the total amount I've spent at Russell-Torres?,"[[4, 1]]",142.54,0
9,What is the total amount I've spent at Crawford and Sons?,"[[5, 1]]",107.02,0
9,What is the total amount I've spent at Estrada-Perez?,"[[6, 1]]",135.64,0
9,What is the total amount I've spent at Harris-Powell?,"[[7, 1]]",162.4,0
9,"What is the total amount I've spent at Griffin, Boone and Holland?","[[8, 1]]",208.44,0
9,What is the total amount I've spent at Gray-Adams?,"[[9, 1]]",91.51,0
9,"What is the total amount I've spent at Jensen, Nichols and Harris?","[[10, 1]]",29.83,0
9,What is the total amount I've spent at Wilson LLC?,"[[11, 1]]",158.05,0
9,What is the total amount I've spent at Gonzalez and Sons?,"[[12, 1]]",98.25,0
9,What is the total amount I've spent at Stevens-Weber?,"[[13, 1]]",215.61,0
9,"What is the total amount I've spent at Lewis, Wright and Hayes?","[[14, 1]]",59.41,0
9,"What is the total amount I've spent at Howard, Kennedy and Avery?","[[15, 1]]",186.51,0
9,What is the total amount I've spent at Johnson-Zuniga?,"[[16, 1]]",215.13,0
9,"What is the total amount I've spent at Green, White and Lee?","[[17, 1]]",147.24,0
9,"What is the total amount I've spent at Villarreal, Jennings and Delacruz?","[[18, 1]]",218.38,0
9,What is the total amount I've spent at Bates-Martinez?,"[[19, 1]]",191.25,0
9,"What is the total amount I've spent at Davis, Wise and Schroeder?","[[20, 1]]",85.67,0
9,What is the total amount I've spent at Morris-Jones?,"[[21, 1]]",107.67,0
9,What is the total amount I've spent at Allen-James?,"[[22, 1]]",36.66,0
9,What is the total amount I've spent at Davis PLC?,"[[23, 1]]",231.2,0
9,What is the total amount I've spent at Taylor-Richmond?,"[[24, 1]]",81.11,0
9,What is the total amount I've spent at Parker PLC?,"[[25, 1]]",80.39,0
9,"What is the total amount I've spent at Garrett, Everett and Bonilla?","[[26, 1]]",132.08,0
9,What is the total amount I've spent at Weaver-Larson?,"[[27, 1]]",188.51,0
9,"What is the total amount I've spent at Osborn, Ibarra and Zamora?","[[28, 1]]",10.75,0
9,"What is the total amount I've spent at Foster, Goodman and Roth?","[[29, 1]]",166.37,0
9,What is the total amount I've spent at Koch and Sons?,"[[30, 1]]",61.74,0
9,"What is the total amount I've spent at Guerrero, Cox and Lee?","[[31, 1]]",102.87,0
9,"What is the total amount I've spent at Mason, Hartman and Santana?","[[32, 1]]",17.62,0
9,"What is the total amount I've spent at King, Diaz and Ferguson?","[[33, 1]]",42.1,0
9,What is the total amount I've spent at Santiago LLC?,"[[34, 1]]",246.47,0
9,"What is the total amount I've spent at Wiley, Howard and Johnson?","[[35, 1]]",118.95,0
9,What is the total amount I've spent at Lambert Inc?,"[[36, 1]]",63.31,0
9,"What is the total amount I've spent at Brown, Nielsen and Cameron?","[[37, 1]]",125.57,0
9,What is the total amount I've spent at Nguyen-Moore?,"[[38, 1]]",70.66,0
9,What is the total amount I've spent at Johnston-Wilson?,"[[39, 1]]",99.31,0
9,What is the total amount I've spent at Dennis-Berry?,"[[40, 1]]",130.96,0
9,What is the total amount I've spent at Berg-Small?,"[[41, 1]]",83.13,0
9,What is the total amount I've spent at Patterson-Wilson?,"[[42, 1]]",226.7,0
9,What is the total amount I've spent at Williams-Higgins?,"[[43, 1]]",137.91,0
9,What is the total amount I've spent at Clark-Martinez?,"[[44, 1]]",57.13,0
9,What is the total amount I've spent at Green Ltd?,"[[45, 1]]",156.72,0
9,"What is the total amount I've spent at Hoover, Owens and Collins?","[[46, 1]]",27.96,0
9,What is the total amount I've spent at Garrett-Rodriguez?,"[[47, 1]]",173.44,0
9,What merchant did I spend the most on?,"[[0, 2], [1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2], [9, 2], [10, 2], [11, 2], [12, 2], [13, 2], [14, 2], [15, 2], [16, 2], [17, 2], [18, 2], [19, 2], [20, 2], [21, 2], [22, 2], [23, 2], [24, 2], [25, 2], [26, 2], [27, 2], [28, 2], [29, 2], [30, 2], [31, 2], [32, 2], [33, 2], [34, 2], [35, 2], [36, 2], [37, 2], [38, 2], [39, 2], [40, 2], [41, 2], [42, 2], [43, 2], [44, 2], [45, 2], [46, 2], [47, 2]]",Santiago LLC,3
9,What was my biggest transaction amount at Macias-Santos?,"[[0, 1]]",155.56,7
9,What was my smallest transaction amount at Macias-Santos?,"[[0, 1]]",155.56,7
9,"What was my biggest transaction amount at Herring, Bradley and Delacruz?","[[1, 1]]",41.43,7
9,"What was my smallest transaction amount at Herring, Bradley and Delacruz?","[[1, 1]]",41.43,7
9,What was my biggest transaction amount at Johnson-Lopez?,"[[2, 1]]",204.69,7
9,What was my smallest transaction amount at Johnson-Lopez?,"[[2, 1]]",204.69,7
9,"What was my biggest transaction amount at Brown, Frost and Young?","[[3, 1]]",64.34,7
9,"What was my smallest transaction amount at Brown, Frost and Young?","[[3, 1]]",64.34,7
9,What was my biggest transaction amount at Russell-Torres?,"[[4, 1]]",142.54,7
9,What was my smallest transaction amount at Russell-Torres?,"[[4, 1]]",142.54,7
9,What was my biggest transaction amount at Crawford and Sons?,"[[5, 1]]",107.02,7
9,What was my smallest transaction amount at Crawford and Sons?,"[[5, 1]]",107.02,7
9,What was my biggest transaction amount at Estrada-Perez?,"[[6, 1]]",135.64,7
9,What was my smallest transaction amount at Estrada-Perez?,"[[6, 1]]",135.64,7
9,What was my biggest transaction amount at Harris-Powell?,"[[7, 1]]",162.4,7
9,What was my smallest transaction amount at Harris-Powell?,"[[7, 1]]",162.4,7
9,"What was my biggest transaction amount at Griffin, Boone and Holland?","[[8, 1]]",208.44,7
9,"What was my smallest transaction amount at Griffin, Boone and Holland?","[[8, 1]]",208.44,7
9,What was my biggest transaction amount at Gray-Adams?,"[[9, 1]]",91.51,7
9,What was my smallest transaction amount at Gray-Adams?,"[[9, 1]]",91.51,7
9,"What was my biggest transaction amount at Jensen, Nichols and Harris?","[[10, 1]]",29.83,7
9,"What was my smallest transaction amount at Jensen, Nichols and Harris?","[[10, 1]]",29.83,7
9,What was my biggest transaction amount at Wilson LLC?,"[[11, 1]]",158.05,7
9,What was my smallest transaction amount at Wilson LLC?,"[[11, 1]]",158.05,7
9,What was my biggest transaction amount at Gonzalez and Sons?,"[[12, 1]]",98.25,7
9,What was my smallest transaction amount at Gonzalez and Sons?,"[[12, 1]]",98.25,7
9,What was my biggest transaction amount at Stevens-Weber?,"[[13, 1]]",215.61,7
9,What was my smallest transaction amount at Stevens-Weber?,"[[13, 1]]",215.61,7
9,"What was my biggest transaction amount at Lewis, Wright and Hayes?","[[14, 1]]",59.41,7
9,"What was my smallest transaction amount at Lewis, Wright and Hayes?","[[14, 1]]",59.41,7
9,"What was my biggest transaction amount at Howard, Kennedy and Avery?","[[15, 1]]",186.51,7
9,"What was my smallest transaction amount at Howard, Kennedy and Avery?","[[15, 1]]",186.51,7
9,What was my biggest transaction amount at Johnson-Zuniga?,"[[16, 1]]",215.13,7
9,What was my smallest transaction amount at Johnson-Zuniga?,"[[16, 1]]",215.13,7
9,"What was my biggest transaction amount at Green, White and Lee?","[[17, 1]]",147.24,7
9,"What was my smallest transaction amount at Green, White and Lee?","[[17, 1]]",147.24,7
9,"What was my biggest transaction amount at Villarreal, Jennings and Delacruz?","[[18, 1]]",218.38,7
9,"What was my smallest transaction amount at Villarreal, Jennings and Delacruz?","[[18, 1]]",218.38,7
9,What was my biggest transaction amount at Bates-Martinez?,"[[19, 1]]",191.25,7
9,What was my smallest transaction amount at Bates-Martinez?,"[[19, 1]]",191.25,7
9,"What was my biggest transaction amount at Davis, Wise and Schroeder?","[[20, 1]]",85.67,7
9,"What was my smallest transaction amount at Davis, Wise and Schroeder?","[[20, 1]]",85.67,7
9,What was my biggest transaction amount at Morris-Jones?,"[[21, 1]]",107.67,7
9,What was my smallest transaction amount at Morris-Jones?,"[[21, 1]]",107.67,7
9,What was my biggest transaction amount at Allen-James?,"[[22, 1]]",36.66,7
9,What was my smallest transaction amount at Allen-James?,"[[22, 1]]",36.66,7
9,What was my biggest transaction amount at Davis PLC?,"[[23, 1]]",231.2,7
9,What was my smallest transaction amount at Davis PLC?,"[[23, 1]]",231.2,7
9,What was my biggest transaction amount at Taylor-Richmond?,"[[24, 1]]",81.11,7
9,What was my smallest transaction amount at Taylor-Richmond?,"[[24, 1]]",81.11,7
9,What was my biggest transaction amount at Parker PLC?,"[[25, 1]]",80.39,7
9,What was my smallest transaction amount at Parker PLC?,"[[25, 1]]",80.39,7
9,"What was my biggest transaction amount at Garrett, Everett and Bonilla?","[[26, 1]]",132.08,7
9,"What was my smallest transaction amount at Garrett, Everett and Bonilla?","[[26, 1]]",132.08,7
9,What was my biggest transaction amount at Weaver-Larson?,"[[27, 1]]",188.51,7
9,What was my smallest transaction amount at Weaver-Larson?,"[[27, 1]]",188.51,7
9,"What was my biggest transaction amount at Osborn, Ibarra and Zamora?","[[28, 1]]",10.75,7
9,"What was my smallest transaction amount at Osborn, Ibarra and Zamora?","[[28, 1]]",10.75,7
9,"What was my biggest transaction amount at Foster, Goodman and Roth?","[[29, 1]]",166.37,7
9,"What was my smallest transaction amount at Foster, Goodman and Roth?","[[29, 1]]",166.37,7
9,What was my biggest transaction amount at Koch and Sons?,"[[30, 1]]",61.74,7
9,What was my smallest transaction amount at Koch and Sons?,"[[30, 1]]",61.74,7
9,"What was my biggest transaction amount at Guerrero, Cox and Lee?","[[31, 1]]",102.87,7
9,"What was my smallest transaction amount at Guerrero, Cox and Lee?","[[31, 1]]",102.87,7
9,"What was my biggest transaction amount at Mason, Hartman and Santana?","[[32, 1]]",17.62,7
9,"What was my smallest transaction amount at Mason, Hartman and Santana?","[[32, 1]]",17.62,7
9,"What was my biggest transaction amount at King, Diaz and Ferguson?","[[33, 1]]",42.1,7
9,"What was my smallest transaction amount at King, Diaz and Ferguson?","[[33, 1]]",42.1,7
9,What was my biggest transaction amount at Santiago LLC?,"[[34, 1]]",246.47,7
9,What was my smallest transaction amount at Santiago LLC?,"[[34, 1]]",246.47,7
9,"What was my biggest transaction amount at Wiley, Howard and Johnson?","[[35, 1]]",118.95,7
9,"What was my smallest transaction amount at Wiley, Howard and Johnson?","[[35, 1]]",118.95,7
9,What was my biggest transaction amount at Lambert Inc?,"[[36, 1]]",63.31,7
9,What was my smallest transaction amount at Lambert Inc?,"[[36, 1]]",63.31,7
9,"What was my biggest transaction amount at Brown, Nielsen and Cameron?","[[37, 1]]",125.57,7
9,"What was my smallest transaction amount at Brown, Nielsen and Cameron?","[[37, 1]]",125.57,7
9,What was my biggest transaction amount at Nguyen-Moore?,"[[38, 1]]",70.66,7
9,What was my smallest transaction amount at Nguyen-Moore?,"[[38, 1]]",70.66,7
9,What was my biggest transaction amount at Johnston-Wilson?,"[[39, 1]]",99.31,7
9,What was my smallest transaction amount at Johnston-Wilson?,"[[39, 1]]",99.31,7
9,What was my biggest transaction amount at Dennis-Berry?,"[[40, 1]]",130.96,7
9,What was my smallest transaction amount at Dennis-Berry?,"[[40, 1]]",130.96,7
9,What was my biggest transaction amount at Berg-Small?,"[[41, 1]]",83.13,7
9,What was my smallest transaction amount at Berg-Small?,"[[41, 1]]",83.13,7
9,What was my biggest transaction amount at Patterson-Wilson?,"[[42, 1]]",226.7,7
9,What was my smallest transaction amount at Patterson-Wilson?,"[[42, 1]]",226.7,7
9,What was my biggest transaction amount at Williams-Higgins?,"[[43, 1]]",137.91,7
9,What was my smallest transaction amount at Williams-Higgins?,"[[43, 1]]",137.91,7
9,What was my biggest transaction amount at Clark-Martinez?,"[[44, 1]]",57.13,7
9,What was my smallest transaction amount at Clark-Martinez?,"[[44, 1]]",57.13,7
9,What was my biggest transaction amount at Green Ltd?,"[[45, 1]]",156.72,7
9,What was my smallest transaction amount at Green Ltd?,"[[45, 1]]",156.72,7
9,"What was my biggest transaction amount at Hoover, Owens and Collins?","[[46, 1]]",27.96,7
9,"What was my smallest transaction amount at Hoover, Owens and Collins?","[[46, 1]]",27.96,7
9,What was my biggest transaction amount at Garrett-Rodriguez?,"[[47, 1]]",173.44,7
9,What was my smallest transaction amount at Garrett-Rodriguez?,"[[47, 1]]",173.44,7
9,What was my biggest transaction amount in agricultural?,"[[16, 1]]",215.13,7
9,What was my smallest transaction amount in agricultural?,"[[21, 1]]",107.67,7
9,What was my biggest transaction amount in contracted?,"[[33, 1]]",42.1,7
9,What was my smallest transaction amount in contracted?,"[[33, 1]]",42.1,7
9,What was my biggest transaction amount in transportation?,"[[20, 1]]",85.67,7
9,What was my smallest transaction amount in transportation?,"[[3, 1]]",64.34,7
9,What was my biggest transaction amount in utility?,"[[42, 1]]",226.7,7
9,What was my smallest transaction amount in utility?,"[[28, 1]]",10.75,7
9,What was my biggest transaction amount in retail?,"[[8, 1]]",208.44,7
9,What was my smallest transaction amount in retail?,"[[44, 1]]",57.13,7
9,What was my biggest transaction amount in clothing?,"[[18, 1]]",218.38,7
9,What was my smallest transaction amount in clothing?,"[[46, 1]]",27.96,7
9,What was my biggest transaction amount in misc?,"[[29, 1]]",166.37,7
9,What was my smallest transaction amount in misc?,"[[9, 1]]",91.51,7
9,What was my biggest transaction amount in business?,"[[19, 1]]",191.25,7
9,What was my smallest transaction amount in business?,"[[25, 1]]",80.39,7
9,What was my biggest transaction amount in government?,"[[17, 1]]",147.24,7
9,What was my smallest transaction amount in government?,"[[17, 1]]",147.24,7
9,What was my biggest transaction amount in airlines?,"[[10, 1]]",29.83,7
9,What was my smallest transaction amount in airlines?,"[[10, 1]]",29.83,7
9,What was my biggest transaction amount in lodging?,"[[34, 1]]",246.47,7
9,What was my smallest transaction amount in lodging?,"[[32, 1]]",17.62,7
9,What was my biggest transaction amount in professional?,"[[23, 1]]",231.2,7
9,What was my smallest transaction amount in professional?,"[[41, 1]]",83.13,7
10,"Between 1678870132 and 1679842424, how many transactions were made?","[[9, 0], [10, 0], [11, 0]]",3,1
10,"Between 1683942560 and 1702340575, how many transactions were made?","[[18, 0], [19, 0], [20, 0], [21, 0], [22, 0], [23, 0], [24, 0], [25, 0], [26, 0], [27, 0], [28, 0], [29, 0], [30, 0], [31, 0], [32, 0], [33, 0], [34, 0], [35, 0], [36, 0], [37, 0], [38, 0], [39, 0], [40, 0], [41, 0], [42, 0], [43, 0], [44, 0], [45, 0], [46, 0]]",29,1
10,How many transactions were made between 1676757809 and 1679944115?,"[[8, 0], [9, 0], [10, 0], [11, 0], [12, 0]]",5,1
10,"Between 1674384744 and 1702501571, how many transactions were made?","[[6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0], [13, 0], [14, 0], [15, 0], [16, 0], [17, 0], [18, 0], [19, 0], [20, 0], [21, 0], [22, 0], [23, 0], [24, 0], [25, 0], [26, 0], [27, 0], [28, 0], [29, 0], [30, 0], [31, 0], [32, 0], [33, 0], [34, 0], [35, 0], [36, 0], [37, 0], [38, 0], [39, 0], [40, 0], [41, 0], [42, 0], [43, 0], [44, 0], [45, 0], [46, 0], [47, 0]]",42,1
10,"Between 1674384744 and 1695021459, how many transactions were made?","[[6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0], [13, 0], [14, 0], [15, 0], [16, 0], [17, 0], [18, 0], [19, 0], [20, 0], [21, 0], [22, 0], [23, 0], [24, 0], [25, 0], [26, 0], [27, 0], [28, 0], [29, 0], [30, 0], [31, 0], [32, 0], [33, 0], [34, 0], [35, 0], [36, 0], [37, 0], [38, 0]]",33,1
10,What category did I spend the most on?,"[[0, 3], [1, 3], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [9, 3], [10, 3], [11, 3], [12, 3], [13, 3], [14, 3], [15, 3], [16, 3], [17, 3], [18, 3], [19, 3], [20, 3], [21, 3], [22, 3], [23, 3], [24, 3], [25, 3], [26, 3], [27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",misc,3
10,What was my biggest spending category?,"[[0, 3], [1, 3], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [9, 3], [10, 3], [11, 3], [12, 3], [13, 3], [14, 3], [15, 3], [16, 3], [17, 3], [18, 3], [19, 3], [20, 3], [21, 3], [22, 3], [23, 3], [24, 3], [25, 3], [26, 3], [27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",misc,3
10,What category did I spend the least on?,"[[0, 3], [1, 3], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [9, 3], [10, 3], [11, 3], [12, 3], [13, 3], [14, 3], [15, 3], [16, 3], [17, 3], [18, 3], [19, 3], [20, 3], [21, 3], [22, 3], [23, 3], [24, 3], [25, 3], [26, 3], [27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",professional,4
10,What was my smallest spending category?,"[[0, 3], [1, 3], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [9, 3], [10, 3], [11, 3], [12, 3], [13, 3], [14, 3], [15, 3], [16, 3], [17, 3], [18, 3], [19, 3], [20, 3], [21, 3], [22, 3], [23, 3], [24, 3], [25, 3], [26, 3], [27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",professional,4
10,What spending category am I most inconsistent in from 1673310141 to 1703826707?,"[[3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [9, 3], [10, 3], [11, 3], [12, 3], [13, 3], [14, 3], [15, 3], [16, 3], [17, 3], [18, 3], [19, 3], [20, 3], [21, 3], [22, 3], [23, 3], [24, 3], [25, 3], [26, 3], [27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",lodging,5
10,What category am I least consistent in?,"[[3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [9, 3], [10, 3], [11, 3], [12, 3], [13, 3], [14, 3], [15, 3], [16, 3], [17, 3], [18, 3], [19, 3], [20, 3], [21, 3], [22, 3], [23, 3], [24, 3], [25, 3], [26, 3], [27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",lodging,5
